date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:50:06	105223/105223	---MCZ	200	added ('OK')	text/html	etag:W/%22ojt32fkk0328t1%22	https://www.theswaddle.com/category/society	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/society.html	(from https://www.theswaddle.com/)
21:50:07	96287/96287	---MCZ	200	added ('OK')	text/html	etag:W/%2215mucipg3nj21w5%22	https://www.theswaddle.com/podcast-series	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/podcast-series.html	(from https://www.theswaddle.com/)
21:50:08	71536/71536	---MCZ	200	added ('OK')	text/html	etag:W/%22cumxjdqa171it2%22	https://www.theswaddle.com/films	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/films.html	(from https://www.theswaddle.com/)
21:50:09	264805/264805	---MCZ	200	added ('OK')	text/html	etag:W/%2212aavdyrcw35nub%22	https://www.theswaddle.com/in-perspective	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/in-perspective.html	(from https://www.theswaddle.com/)
21:50:10	62386/62386	---MCZ	200	added ('OK')	text/html	etag:W/%22lh1ob4bxa1br4%22	https://www.theswaddle.com/about	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/about.html	(from https://www.theswaddle.com/)
21:50:11	94540/94540	---MCZ	200	added ('OK')	text/html	etag:W/%22clrrhsbf2a20k0%22	https://www.theswaddle.com/ts-media	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/ts-media.html	(from https://www.theswaddle.com/)
21:50:12	56382/56382	---MCZ	200	added ('OK')	text/html	etag:W/%22ig0dbhb3vg174c%22	https://www.theswaddle.com/contact	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/contact.html	(from https://www.theswaddle.com/)
21:50:13	113634/113634	---MCZ	200	added ('OK')	text/html	etag:W/%22qvvni7p1r72f3j%22	https://www.theswaddle.com/malala-and-the-cult-of-the-teenage-messiah	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/malala-and-the-cult-of-the-teenage-messiah.html	(from https://www.theswaddle.com/)
21:50:14	113667/113667	---MCZ	200	added ('OK')	text/html	etag:W/%22hzoy3xph662f32%22	https://www.theswaddle.com/zohran-mamdani-s-utopia-of-the-livable-city	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/zohran-mamdani-s-utopia-of-the-livable-city.html	(from https://www.theswaddle.com/)
21:50:15	109346/109346	---MCZ	200	added ('OK')	text/html	etag:W/%226rklbxczf22bup%22	https://www.theswaddle.com/the-end-of-the-marriage-plot	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/the-end-of-the-marriage-plot.html	(from https://www.theswaddle.com/)
21:50:16	86678/86678	---MCZ	200	added ('OK')	text/html	etag:W/%22ppviz7ym601ugw%22	https://www.theswaddle.com/diana-edulji-on-women-s-cricket-in-india	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/diana-edulji-on-women-s-cricket-in-india.html	(from https://www.theswaddle.com/)
21:50:17	110270/110270	---MCZ	200	added ('OK')	text/html	etag:W/%2213tv6tzhraq2cd9%22	https://www.theswaddle.com/we-re-reading-arundhati-roy-badly	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/we-re-reading-arundhati-roy-badly.html	(from https://www.theswaddle.com/)
21:50:18	123336/123336	---MCZ	200	added ('OK')	text/html	etag:W/%22io8pnaxcka2ms6%22	https://www.theswaddle.com/machine-and-me	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/machine-and-me.html	(from https://www.theswaddle.com/)
21:50:19	89554/89554	---MCZ	200	added ('OK')	text/html	etag:W/%22mbokfkdrab1wp6%22	https://www.theswaddle.com/the-missing-link	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/the-missing-link.html	(from https://www.theswaddle.com/)
21:50:20	85653/85653	---MCZ	200	added ('OK')	text/html	etag:W/%22pm1zoax52e1tob%22	https://www.theswaddle.com/colonialism-and-the-gut	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/colonialism-and-the-gut.html	(from https://www.theswaddle.com/)
21:50:21	84402/84402	---MCZ	200	added ('OK')	text/html	etag:W/%22b2b2icy05i1spq%22	https://www.theswaddle.com/oceans-and-memories	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/oceans-and-memories.html	(from https://www.theswaddle.com/)
21:50:22	85376/85376	---MCZ	200	added ('OK')	text/html	etag:W/%22lpskzysfgf1tg0%22	https://www.theswaddle.com/blackholes-and-bodies	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/blackholes-and-bodies.html	(from https://www.theswaddle.com/)
21:50:23	76913/76913	---MCZ	200	added ('OK')	text/html	etag:W/%22zr5gza0jyf1mxd%22	https://www.theswaddle.com/immortality-and-the-hydra	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/immortality-and-the-hydra.html	(from https://www.theswaddle.com/)
21:50:24	72780/72780	---MCZ	200	added ('OK')	text/html	etag:W/%224yf4g4355n1jqs%22	https://www.theswaddle.com/machines-and-masculinity	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/machines-and-masculinity.html	(from https://www.theswaddle.com/)
21:50:25	70867/70867	---MCZ	200	added ('OK')	text/html	etag:W/%22o7uabhe3ei1i9n%22	https://www.theswaddle.com/butterflies-and-borders	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/butterflies-and-borders.html	(from https://www.theswaddle.com/)
21:50:26	90376/90376	---MCZ	200	added ('OK')	text/html	etag:W/%22uu9rlvmxs01xb3%22	https://www.theswaddle.com/sonic-revolution-punjab-s-inquilabi	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/sonic-revolution-punjab-s-inquilabi.html	(from https://www.theswaddle.com/)
21:50:27	113668/113668	---MCZ	200	added ('OK')	text/html	etag:W/%222gblkhnwct2f4f%22	https://www.theswaddle.com/vestigial-organs-and-other-lies-about-our-bodies	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/vestigial-organs-and-other-lies-about-our-bodies.html	(from https://www.theswaddle.com/)
21:50:28	116984/116984	---MCZ	200	added ('OK')	text/html	etag:W/%227mrevgjc3g2hl1%22	https://www.theswaddle.com/india-s-ai-influencers-are-here	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/india-s-ai-influencers-are-here.html	(from https://www.theswaddle.com/)
21:50:29	95992/95992	---MCZ	200	added ('OK')	text/html	etag:W/%228yttditqvz21oh%22	https://www.theswaddle.com/who-has-the-right-to-the-seas	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/who-has-the-right-to-the-seas.html	(from https://www.theswaddle.com/)
21:50:30	99604/99604	---MCZ	200	added ('OK')	text/html	etag:W/%22ul2i08rewj246i%22	https://www.theswaddle.com/don-t-open-the-gates-to-past-sorrows-lina-soualem-on-archiving-palestine	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/don-t-open-the-gates-to-past-sorrows-lina-soualem-on-archiving-palestine.html	(from https://www.theswaddle.com/)
21:50:31	125879/125879	---MCZ	200	added ('OK')	text/html	etag:W/%22f0xkds80je2oia%22	https://www.theswaddle.com/robots-virtual-intimacy-and-sex-in-space-is-this-the-future-of-sex	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/robots-virtual-intimacy-and-sex-in-space-is-this-the-future-of-sex.html	(from https://www.theswaddle.com/)
21:50:32	77169/77169	---MCZ	200	added ('OK')	text/html	etag:W/%22xheq893lus1n4t%22	https://www.theswaddle.com/ep-2-a-sensational-trial	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/ep-2-a-sensational-trial.html	(from https://www.theswaddle.com/)
21:50:33	324758/324758	---MCZ	200	added ('OK')	text/html	etag:W/%2278r1ymrrxr6wf4%22	https://www.theswaddle.com/tollywoods-kingmakers	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/tollywoods-kingmakers.html	(from https://www.theswaddle.com/)
21:50:34	123177/123177	---MCZ	200	added ('OK')	text/html	etag:W/%22aifg95lzb92mbw%22	https://www.theswaddle.com/dating-like-a-savarna	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/dating-like-a-savarna.html	(from https://www.theswaddle.com/)
21:50:35	190749/190749	---MCZ	200	added ('OK')	text/html	etag:W/%22jfylr07yni417t%22	https://www.theswaddle.com/the-people-s-youtuber	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/the-people-s-youtuber.html	(from https://www.theswaddle.com/)
21:50:36	193175/193175	---MCZ	200	added ('OK')	text/html	etag:W/%22ugr39f0zrz44ml%22	https://www.theswaddle.com/dispatches-from-jai-bhim-nagar	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/dispatches-from-jai-bhim-nagar.html	(from https://www.theswaddle.com/)
21:50:37	200802/200802	---MCZ	200	added ('OK')	text/html	etag:W/%2252hddaaccv499w%22	https://www.theswaddle.com/virgins-again	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/virgins-again.html	(from https://www.theswaddle.com/)
21:50:38	119375/119375	---MCZ	200	added ('OK')	text/html	etag:W/%22elwbi2wlsr2j8k%22	https://www.theswaddle.com/when-did-bollywood-abandon-the-farmer	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/when-did-bollywood-abandon-the-farmer.html	(from https://www.theswaddle.com/)
21:50:39	103519/103519	---MCZ	200	added ('OK')	text/html	etag:W/%22g0wvijwjtk279e%22	https://www.theswaddle.com/bad-men-in-armani-suits	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/bad-men-in-armani-suits.html	(from https://www.theswaddle.com/)
21:50:40	100075/100075	---MCZ	200	added ('OK')	text/html	etag:W/%22omoaakpt7v24p2%22	https://www.theswaddle.com/how-we-loved-and-lost-the-black-turtleneck	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/how-we-loved-and-lost-the-black-turtleneck.html	(from https://www.theswaddle.com/)
21:50:41	77555/77555	---MCZ	200	added ('OK')	text/html	etag:W/%22h3clk9c14l1ngd%22	https://www.theswaddle.com/why-do-we-love-rich-people-dramas	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/why-do-we-love-rich-people-dramas.html	(from https://www.theswaddle.com/)
21:50:42	121680/121680	---MCZ	200	added ('OK')	text/html	etag:W/%22104jqsq62no2lcn%22	https://www.theswaddle.com/on-newstrack-or-digital-news-before-digital-news	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/on-newstrack-or-digital-news-before-digital-news.html	(from https://www.theswaddle.com/)
21:50:43	94829/94829	---MCZ	200	added ('OK')	text/html	etag:W/%22xgd3wvkto820rg%22	https://www.theswaddle.com/who-wants-to-live-forever	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/who-wants-to-live-forever.html	(from https://www.theswaddle.com/)
21:50:44	86798/86798	---MCZ	200	added ('OK')	text/html	etag:W/%2216ox8pudxfc1ul8%22	https://www.theswaddle.com/objectified-the-story-of-the-bindi	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/objectified-the-story-of-the-bindi.html	(from https://www.theswaddle.com/)
21:50:45	120098/120098	---MCZ	200	added ('OK')	text/html	etag:W/%228xg2zr8k9l2jsi%22	https://www.theswaddle.com/i-have-adhd-don-t-call-me-neurodivergent	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/i-have-adhd-don-t-call-me-neurodivergent.html	(from https://www.theswaddle.com/)
21:50:46	90775/90775	---MCZ	200	added ('OK')	text/html	etag:W/%22w99m6gm08v1xn2%22	https://www.theswaddle.com/will-thirst-save-our-democracy	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/will-thirst-save-our-democracy.html	(from https://www.theswaddle.com/)
21:50:47	87684/87684	---MCZ	200	added ('OK')	text/html	etag:W/%22b8bxzaxijb1v99%22	https://www.theswaddle.com/the-national-film-awards-face-shapewear-and-why-nothing-makes-sense	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/the-national-film-awards-face-shapewear-and-why-nothing-makes-sense.html	(from https://www.theswaddle.com/)
21:50:48	92780/92780	---MCZ	200	added ('OK')	text/html	etag:W/%22c4miry0qwx1z6n%22	https://www.theswaddle.com/on-happily-ever-afters	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/on-happily-ever-afters.html	(from https://www.theswaddle.com/)
21:50:49	84749/84749	---MCZ	200	added ('OK')	text/html	etag:W/%22kxofvt60ng1szh%22	https://www.theswaddle.com/are-zombies-a-product-of-19th-century-slavery	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/are-zombies-a-product-of-19th-century-slavery.html	(from https://www.theswaddle.com/)
21:50:50	89024/89024	---MCZ	200	added ('OK')	text/html	etag:W/%22d7d2jejdx1war%22	https://www.theswaddle.com/saiyaara-sydney-sweeney-stephen-colbert-and-what-we-learnt-about-branding-this-week	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/saiyaara-sydney-sweeney-stephen-colbert-and-what-we-learnt-about-branding-this-week.html	(from https://www.theswaddle.com/)
21:50:51	90168/90168	---MCZ	200	added ('OK')	text/html	etag:W/%22uhq7rudttc1x6t%22	https://www.theswaddle.com/everyone-loves-a-good-internet-scandal	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/everyone-loves-a-good-internet-scandal.html	(from https://www.theswaddle.com/)
21:50:52	93153/93153	---MCZ	200	added ('OK')	text/html	etag:W/%22d8rxfal66k1zf0%22	https://www.theswaddle.com/in-other-news-this-week-zayn-malik-muscles-and-campus-moms	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/in-other-news-this-week-zayn-malik-muscles-and-campus-moms.html	(from https://www.theswaddle.com/)
21:50:53	250816/250816	---MCZ	200	added ('OK')	text/html	etag:W/%22wx7yp3c6ay5bsg%22	https://www.theswaddle.com/ghostland	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/ghostland.html	(from https://www.theswaddle.com/)
21:50:54	91814/91814	---MCZ	200	added ('OK')	text/html	etag:W/%22hgcrsxcmol1ygd%22	https://www.theswaddle.com/it-was-a-weird-week-for-feminism	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/it-was-a-weird-week-for-feminism.html	(from https://www.theswaddle.com/)
21:50:55	92350/92350	---MCZ	200	added ('OK')	text/html	etag:W/%229e1c8ossgm1yun%22	https://www.theswaddle.com/zohran-mamdani-can-be-on-vogue-but-can-anna-wintour-be-on-the-campaign-trail	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/zohran-mamdani-can-be-on-vogue-but-can-anna-wintour-be-on-the-campaign-trail.html	(from https://www.theswaddle.com/)
21:50:56	74598/74598	---MCZ	200	added ('OK')	text/html	etag:W/%22uocav1cddn1l58%22	https://www.theswaddle.com/privacy-policy	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/privacy-policy.html	(from https://www.theswaddle.com/)
21:50:57	114231/114231	---MCZ	200	added ('OK')	text/html	etag:W/%22umguphv8zz2fnd%22	https://www.theswaddle.com/terms-of-use	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/terms-of-use.html	(from https://www.theswaddle.com/)
21:50:58	54454/54454	---MCZ	200	added ('OK')	text/html	etag:W/%22jman6kc71n15mk%22	https://www.theswaddle.com/ethics-statement	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/ethics-statement.html	(from https://www.theswaddle.com/)
21:50:59	76685/76685	---MCZ	200	added ('OK')	text/html	etag:W/%22eylmn9vx321mrl%22	https://www.theswaddle.com/disclaimer	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/disclaimer.html	(from https://www.theswaddle.com/)
21:51:00	103687/103687	---MCZ	200	added ('OK')	text/html	etag:W/%22lul2vxfohw27kb%22	https://www.theswaddle.com/category/identity	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/identity.html	(from https://www.theswaddle.com/category/power)
21:51:01	100113/100113	---MCZ	200	added ('OK')	text/html	etag:W/%224rapwn3b2r24ux%22	https://www.theswaddle.com/category/politics	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/politics.html	(from https://www.theswaddle.com/category/power)
21:51:02	101196/101196	---MCZ	200	added ('OK')	text/html	etag:W/%2210hicu92xrw25oc%22	https://www.theswaddle.com/category/justice	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/justice.html	(from https://www.theswaddle.com/category/power)
21:51:03	97258/97258	---MCZ	200	added ('OK')	text/html	etag:W/%22mlu4nl5snk22nb%22	https://www.theswaddle.com/a-brief-history-of-beef-bans	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/a-brief-history-of-beef-bans.html	(from https://www.theswaddle.com/category/power)
21:51:04	101406/101406	---MCZ	200	added ('OK')	text/html	etag:W/%224809d2tfog25rx%22	https://www.theswaddle.com/who-goes-on-america-s-watchlist	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/who-goes-on-america-s-watchlist.html	(from https://www.theswaddle.com/category/power)
21:51:05	151839/151839	---MCZ	200	added ('OK')	text/html	etag:W/%221j0vmxhq4t38no%22	https://www.theswaddle.com/how-jamia-nagar-new-delhi-boycotts-for-palestine	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/how-jamia-nagar-new-delhi-boycotts-for-palestine.html	(from https://www.theswaddle.com/category/power)
21:51:06	94613/94613	---MCZ	200	added ('OK')	text/html	etag:W/%22j816ivovmt20mc%22	https://www.theswaddle.com/can-survivors-of-gender-based-violence-seek-asylum	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/can-survivors-of-gender-based-violence-seek-asylum.html	(from https://www.theswaddle.com/category/power)
21:51:06	130/130	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2010%20Nov%202025%2002:51:06%20GMT	https://www.theswaddle.com/category/health	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/health.56.delayed	(from https://www.theswaddle.com/category/bodies)
21:51:08	103470/103470	---MCZ	200	added ('OK')	text/html	etag:W/%22nq2f5423ly27fi%22	https://www.theswaddle.com/category/sex	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/sex.html	(from https://www.theswaddle.com/category/bodies)
21:51:09	101597/101597	---MCZ	200	added ('OK')	text/html	etag:W/%22lp3rjkowpd25zf%22	https://www.theswaddle.com/category/mind	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/category/mind.html	(from https://www.theswaddle.com/category/bodies)
21:51:10	197226/197226	---MCZ	200	added ('OK')	text/html	etag:W/%2218ba0h1v3f3472m%22	https://www.theswaddle.com/is-anxiety-the-new-normal	/Users/atharvanayak/websites/%20Swaddle/www.theswaddle.com/is-anxiety-the-new-normal.html	(from https://www.theswaddle.com/category/bodies)
